Open,Close,High,Low,Volume,Date
78700,78300,78900,77800,8,095,131.00,08/22/24
77900,78300,78600,77800,7,718,011.00,08/21/24
79500,78900,79800,78700,10,128,860.00,08/20/24
80100,78300,80100,78000,14,032,368.00,08/19/24
79400,80200,80200,78700,20,770,905.00,08/16/24
77400,77200,77800,77000,13,058,632.00,08/14/24
76500,76100,76600,75500,10,584,881.00,08/13/24
75200,75500,75900,74800,9,471,318.00,08/12/24
75700,74700,75800,74200,16,052,372.00,08/09/24
73200,73400,73900,72500,27,885,606.00,08/08/24
73000,74700,76000,72800,32,206,742.00,08/07/24
74900,72500,75300,72300,46,728,743.00,08/06/24
76700,71400,76900,70200,53,854,388.00,08/05/24
81000,79600,81400,79500,25,350,130.00,08/02/24
86000,83100,86100,83100,20,569,711.00,08/01/24
81200,83900,83900,80900,19,636,268.00,07/31/24
80400,81000,81000,80000,12,993,944.00,07/30/24
81600,81200,82000,81100,12,391,196.00,07/29/24
80700,80900,81300,80400,14,260,631.00,07/26/24
80400,80400,81000,80100,20,114,526.00,07/25/24
82900,82000,83300,81900,16,710,758.00,07/24/24
84200,83900,84700,83400,15,446,360.00,07/23/24
84400,83000,84900,82600,18,592,594.00,07/22/24
85600,84400,86100,84100,17,968,285.00,07/19/24
83800,86900,86900,83800,24,095,157.00,07/18/24
87100,86700,88000,86400,17,699,447.00,07/17/24
86900,87700,88000,86700,16,017,373.00,07/16/24
84700,86700,87300,84100,24,909,779.00,07/15/24
85900,84400,86100,84100,25,577,419.00,07/12/24
88500,87600,88800,86700,23,877,195.00,07/11/24
87600,87800,88000,87100,16,998,429.00,07/10/24
87800,87800,88200,86900,18,864,842.00,07/09/24
87900,87400,88600,86900,23,892,698.00,07/08/24
85600,87100,87100,85200,44,911,258.00,07/05/24
82900,84600,84700,82400,43,594,004.00,07/04/24
82300,81800,82300,81000,11,353,073.00,07/03/24
82500,81800,82600,81500,14,364,668.00,07/02/24
81500,81800,82100,81300,11,230,380.00,07/01/24
81900,81500,81900,80800,8,705,329.00,06/28/24
81300,81600,81600,80500,11,520,221.00,06/27/24
80100,81300,81400,79900,15,608,338.00,06/26/24
80600,80800,81800,80100,17,298,707.00,06/25/24
79700,80600,80900,79500,13,554,592.00,06/24/24
80700,80000,80800,80000,16,868,068.00,06/21/24
81500,81600,82200,81200,19,763,221.00,06/20/24
81100,81200,82500,80500,23,734,390.00,06/19/24
78700,79800,80200,78600,17,885,475.00,06/18/24
79200,78100,79500,78000,16,025,776.00,06/17/24
79700,79600,80500,79000,22,780,406.00,06/14/24
78400,78600,79000,77800,33,282,537.00,06/13/24
75300,76500,77100,75200,16,689,846.00,06/12/24
75900,75200,76000,75100,16,589,909.00,06/11/24
76100,75700,76600,75600,14,236,925.00,06/10/24
78400,77300,78600,77100,20,195,934.00,06/07/24
78000,77400,78000,76800,22,980,374.00,06/05/24
74900,75300,76100,74900,13,012,943.00,06/04/24
74400,75700,76400,74200,15,483,674.00,06/03/24
74500,73500,74700,73500,23,514,063.00,05/31/24
74800,73500,75200,73500,28,088,117.00,05/30/24
77700,75200,78200,75200,29,551,167.00,05/29/24
76500,77600,78000,76200,17,851,435.00,05/28/24
75300,77200,78200,74000,43,543,535.00,05/27/24
76800,75900,77000,75700,27,724,244.00,05/24/24
77700,78300,79100,77100,18,583,075.00,05/23/24
78100,77700,78700,77300,19,084,256.00,05/22/24
78500,78400,79000,78200,13,251,220.00,05/21/24
78100,78900,79100,77900,18,276,879.00,05/20/24
78600,77400,78800,77200,15,684,893.00,05/17/24
80200,78200,80300,78100,20,361,778.00,05/16/24
78600,78300,78800,77900,11,413,114.00,05/14/24
79400,78400,79900,77600,18,557,190.00,05/13/24
80400,79200,81100,78900,16,682,559.00,05/10/24
81100,79700,81500,79700,18,684,981.00,05/09/24
80800,81300,81400,80500,12,924,640.00,05/08/24
79600,81300,81300,79400,24,770,873.00,05/07/24
79000,77600,79000,77500,13,046,391.00,05/03/24
77600,78000,78600,77300,18,634,289.00,05/02/24
77000,77500,78500,76600,18,784,429.00,04/30/24
77400,76700,77600,76200,14,214,840.00,04/29/24
77800,76700,77900,76500,12,184,402.00,04/26/24
77300,76300,77500,76300,15,376,637.00,04/25/24
77500,78600,78800,77200,21,783,286.00,04/24/24
76400,75500,76800,75500,18,023,189.00,04/23/24
77400,76100,77500,75100,30,163,349.00,04/22/24
78300,77600,78700,76300,31,154,261.00,04/19/24
78800,79600,80100,78300,19,786,507.00,04/18/24
80700,78900,80800,78900,22,201,144.00,04/17/24
81200,80000,81300,79400,30,975,346.00,04/16/24
82900,82200,83200,81200,26,084,096.00,04/15/24
84700,83700,84900,83200,16,940,557.00,04/12/24
83200,84100,84700,82500,25,326,841.00,04/11/24
84500,83600,84900,83100,18,303,051.00,04/09/24
85200,84500,86000,84500,18,485,898.00,04/08/24
84500,84500,85000,83800,18,695,095.00,04/05/24
85200,85300,85500,84300,24,723,923.00,04/04/24
84300,84100,85000,83500,30,053,551.00,04/03/24
82900,85000,85000,82900,36,764,638.00,04/02/24
83200,82000,83300,82000,20,022,478.00,04/01/24
81200,82400,82500,80900,26,756,757.00,03/29/24
79400,80800,81000,79200,24,791,745.00,03/28/24
79200,79800,80000,79200,17,186,893.00,03/27/24
79700,79900,80100,79200,29,930,781.00,03/26/24
79600,78200,79800,77800,18,592,708.00,03/25/24
79600,78900,79900,77800,26,574,690.00,03/22/24
79200,79300,79300,77700,44,215,973.00,03/21/24
73700,76900,77200,73400,49,709,094.00,03/20/24
72300,72800,73000,71700,15,279,578.00,03/19/24
72600,72800,73000,72500,11,434,524.00,03/18/24
73400,72300,73700,72300,22,086,653.00,03/15/24
74400,74300,74500,73600,21,245,806.00,03/14/24
73700,74100,74100,73500,15,143,992.00,03/13/24
72600,73300,73500,72100,12,910,296.00,03/12/24
72900,72400,73100,72300,9,698,081.00,03/11/24
72800,73300,73400,72600,18,057,087.00,03/08/24
73100,72200,73300,72200,14,374,016.00,03/07/24
73200,72900,73500,72700,16,066,953.00,03/06/24
74600,73700,74800,73700,18,352,200.00,03/05/24
74300,74900,75000,74000,22,647,661.00,03/04/24
72600,73400,73400,72000,20,417,073.00,02/29/24
72900,73200,73900,72800,11,630,809.00,02/28/24
73100,72900,73400,72700,12,967,342.00,02/27/24
72300,72800,73200,72200,14,489,842.00,02/26/24
73600,72900,74200,72900,15,986,600.00,02/23/24
73800,73100,73900,72700,15,030,754.00,02/22/24
73400,73000,73700,72900,11,288,598.00,02/21/24
73700,73300,73700,72800,13,578,167.00,02/20/24
72800,73800,73900,72800,12,140,390.00,02/19/24
73300,72800,73400,72500,13,205,627.00,02/16/24
74200,73000,74400,73000,14,006,769.00,02/15/24
73700,74000,74300,73700,12,185,808.00,02/14/24
74800,75200,75200,74400,20,452,952.00,02/13/24
75000,74100,75200,73600,20,203,097.00,02/08/24
74600,75000,75500,74300,16,502,387.00,02/07/24
74300,74400,74700,73300,13,932,421.00,02/06/24
74200,74300,74800,73500,18,869,544.00,02/05/24
74000,75200,75200,73700,14,804,153.00,02/02/24
73000,73600,74200,72900,19,744,879.00,02/01/24
73400,72700,74000,72500,14,873,287.00,01/31/24
75000,74300,75300,73700,12,034,967.00,01/30/24
73800,74400,75200,73500,13,752,119.00,01/29/24
73700,73400,74500,73300,10,932,118.00,01/26/24
74200,74100,74800,73700,10,649,864.00,01/25/24
75200,74000,75200,73500,12,686,329.00,01/24/24
75700,75200,75800,74300,14,706,917.00,01/23/24
75900,75100,76000,75000,19,596,830.00,01/22/24
73500,74700,74700,73000,23,182,993.00,01/19/24
71600,71700,72000,70700,17,617,461.00,01/18/24
73100,71000,73300,71000,22,023,354.00,01/17/24
73500,72600,73700,72500,14,380,222.00,01/16/24
73200,73900,74000,73200,12,935,553.00,01/15/24
73000,73100,74100,72800,12,938,574.00,01/12/24
72900,73200,73600,72700,27,712,870.00,01/11/24
75000,73600,75200,73200,19,911,649.00,01/10/24
77400,74700,77700,74300,25,797,371.00,01/09/24
77000,76500,77500,76400,11,005,414.00,01/08/24
76700,76600,77100,76400,11,180,920.00,01/05/24
76100,76600,77300,76100,15,041,998.00,01/04/24
78500,77000,78800,77000,21,531,837.00,01/03/24
78200,79600,79800,78200,16,875,588.00,01/02/24
77700,78500,78500,77500,17,682,149.00,12/28/23
76700,78000,78000,76500,20,544,859.00,12/27/23
76100,76600,76700,75700,13,072,594.00,12/26/23
75800,75900,76300,75400,14,462,688.00,12/22/23
74600,75000,75000,74300,13,321,050.00,12/21/23
74200,74800,74900,73800,16,781,465.00,12/20/23
73000,73400,73400,72800,8,873,873.00,12/19/23
73300,72900,73400,72800,9,485,067.00,12/18/23
73800,73300,74000,73200,14,876,059.00,12/15/23
74100,73100,74300,72500,27,470,977.00,12/14/23
73300,72800,73500,72800,12,302,722.00,12/13/23
73300,73500,73500,73100,13,527,527.00,12/12/23
72800,73000,73000,72200,9,384,147.00,12/11/23
72100,72600,72800,71900,10,102,440.00,12/08/23
71800,71500,71900,71100,8,842,048.00,12/07/23
71800,71700,72100,71600,8,085,681.00,12/06/23
72300,71200,72400,71200,12,003,526.00,12/05/23
72800,72600,72900,72400,9,883,308.00,12/04/23
72400,72000,72500,71700,9,766,318.00,12/01/23
72700,72800,72800,72200,15,199,416.00,11/30/23
72400,72700,72800,72200,8,907,404.00,11/29/23
71400,72700,72700,71300,13,264,494.00,11/28/23
71500,71300,72100,71100,8,664,456.00,11/27/23
72400,71700,72600,71700,6,379,275.00,11/24/23
73000,72400,73200,72200,6,690,853.00,11/23/23
72200,72800,73000,71900,11,080,765.00,11/22/23
73100,72800,73400,72700,9,629,121.00,11/21/23
72100,72700,73000,72100,10,562,571.00,11/20/23
72300,72500,73000,72300,10,828,766.00,11/17/23
72500,72800,73000,72300,14,534,242.00,11/16/23
71600,72200,72200,71500,20,047,268.00,11/15/23
71000,70800,71100,70600,9,533,860.00,11/14/23
71300,70400,71300,70300,9,193,565.00,11/13/23
70000,70500,70500,69500,9,063,877.00,11/10/23
69900,70300,70800,69600,12,262,672.00,11/09/23
71300,69900,71400,69700,12,717,797.00,11/08/23
70600,70900,70900,70000,16,787,789.00,11/07/23
69800,70900,70900,69300,21,900,934.00,11/06/23
69700,69600,70200,69500,10,259,654.00,11/03/23
70000,69700,70000,69400,16,230,306.00,11/02/23
67500,68600,68900,67300,13,652,779.00,11/01/23
67600,66900,68300,66900,13,740,351.00,10/31/23
66800,67300,67800,66700,10,092,239.00,10/30/23
67100,67300,67300,66700,11,219,788.00,10/27/23
67000,66700,67900,66700,14,569,860.00,10/26/23
68800,68000,68800,67900,10,527,312.00,10/25/23
68700,68500,68800,67700,12,736,095.00,10/24/23
68700,68400,69100,68200,10,595,213.00,10/23/23
68900,68800,69200,68100,15,098,366.00,10/20/23
69700,69500,70000,69400,13,044,243.00,10/19/23
68900,70500,70500,68800,16,405,968.00,10/18/23
67700,69400,69900,67400,17,194,414.00,10/17/23
67900,67300,68500,66800,12,523,804.00,10/16/23
68000,68000,68500,67700,9,538,732.00,10/13/23
68600,68900,69700,68200,19,042,485.00,10/12/23
68600,68200,69400,67900,21,798,492.00,10/11/23
66200,66400,67600,66200,19,105,966.00,10/10/23
67100,66000,67300,66000,14,110,251.00,10/06/23
67300,66700,67400,66700,15,773,505.00,10/05/23
67400,67500,67700,66700,22,439,590.00,10/04/23
68600,68400,69100,68200,13,072,906.00,09/27/23
70000,68600,70000,68400,12,625,628.00,09/26/23
68500,69400,69700,68500,13,333,257.00,09/25/23
68300,68800,68900,68300,9,409,262.00,09/22/23
69200,68900,69800,68800,10,702,629.00,09/21/23
70000,69600,70300,69500,10,529,493.00,09/20/23
70400,69800,70800,69600,11,679,486.00,09/19/23
71300,70200,71700,70200,15,894,460.00,09/18/23
71700,72000,72300,71400,17,492,674.00,09/15/23
71200,71700,71800,70800,20,856,853.00,09/14/23
71100,70900,71600,70300,15,837,819.00,09/13/23
70800,70500,71000,70400,11,639,868.00,09/12/23
70400,70800,70800,70000,11,682,275.00,09/11/23
70200,70300,70300,69600,10,547,794.00,09/08/23
70000,70400,70600,69600,13,272,203.00,09/07/23
70700,70000,70800,69700,11,359,006.00,09/06/23
70900,70700,71500,70200,12,239,345.00,09/05/23
72900,71200,72900,70700,26,184,392.00,09/04/23
66800,71000,71000,66700,29,322,299.00,09/01/23
67100,66900,67200,66400,15,409,093.00,08/31/23
67300,67100,67700,67100,9,096,392.00,08/30/23
66900,66800,67200,66600,8,938,600.00,08/29/23
66800,66800,67000,66500,5,762,810.00,08/28/23
67100,67100,67400,66900,6,987,709.00,08/25/23
68300,68200,68700,67900,14,912,510.00,08/24/23
66700,67100,67100,66400,9,479,739.00,08/23/23
67200,66600,67700,66300,10,450,009.00,08/22/23
66600,66600,67100,66300,9,547,751.00,08/21/23
66000,66300,66700,65800,11,597,571.00,08/18/23
66300,66700,66800,66000,10,527,158.00,08/17/23
66700,67000,67100,66300,13,060,101.00,08/16/23
67500,67300,67900,66900,9,315,692.00,08/14/23
68400,67500,68800,67500,9,621,963.00,08/11/23
68300,68000,68500,67800,10,135,478.00,08/10/23
68000,68900,69600,67900,17,141,027.00,08/09/23
69000,67600,69100,67400,14,615,264.00,08/08/23
67700,68500,69200,67600,10,880,776.00,08/07/23
68800,68300,69100,68200,12,233,662.00,08/04/23
69900,68800,70200,68500,19,338,271.00,08/03/23
70700,69900,71000,69800,13,248,214.00,08/02/23
70100,71100,71200,70000,12,148,205.00,08/01/23
70900,69800,71000,69800,12,869,991.00,07/31/23
71800,70600,72400,70100,18,958,718.00,07/28/23
69900,71700,71700,69300,24,073,014.00,07/27/23
69800,69800,70600,68100,29,793,226.00,07/26/23
70000,70000,70500,69800,13,455,373.00,07/25/23
70100,70400,70900,69900,13,240,464.00,07/24/23
70400,70300,70400,69400,16,464,020.00,07/21/23
71100,71000,71500,70800,9,656,265.00,07/20/23
72700,71700,72800,71300,10,809,682.00,07/19/23
73200,72000,73500,72000,11,248,898.00,07/18/23
73200,73300,73500,72800,10,026,169.00,07/17/23
72500,73400,73400,72400,15,730,682.00,07/14/23
72400,71900,72600,71900,14,388,912.00,07/13/23
71200,71900,72000,71100,10,192,328.00,07/12/23
70200,71500,71500,70100,12,109,590.00,07/11/23
70000,69500,70400,69200,11,524,529.00,07/10/23
71100,69900,71400,69800,17,192,489.00,07/07/23
71900,71600,72400,71500,14,561,384.00,07/06/23
73000,72000,73300,71900,11,618,487.00,07/05/23
73400,73000,73600,72900,10,187,119.00,07/04/23
72700,73000,73200,72600,10,694,854.00,07/03/23
72500,72200,72700,71700,11,310,606.00,06/30/23
73100,72400,73400,72400,12,172,435.00,06/29/23
72600,72700,72700,72000,8,672,343.00,06/28/23
72500,72600,72600,72000,9,187,569.00,06/27/23
71700,72400,72500,71500,10,342,538.00,06/26/23
72000,71600,72200,71600,12,223,710.00,06/23/23
70200,71300,71500,70100,11,274,924.00,06/22/23
70700,70500,71200,70400,10,488,618.00,06/21/23
70700,71400,71400,70400,11,510,327.00,06/20/23
71300,71200,71700,70900,10,983,231.00,06/19/23
71800,71800,71900,70900,14,257,157.00,06/16/23
72100,71500,72300,71300,13,120,071.00,06/15/23
72100,71900,72200,71100,12,453,463.00,06/14/23
71700,72000,72200,71600,12,852,167.00,06/13/23
72100,71000,72400,70800,12,000,247.00,06/12/23
71100,72000,72300,70800,14,953,048.00,06/09/23
70400,70900,70900,70000,19,080,185.00,06/08/23
71300,71000,71600,70800,14,711,246.00,06/07/23
72700,71700,72700,71400,12,609,738.00,06/05/23
71700,72200,72200,71600,11,681,234.00,06/02/23
70900,70900,71600,70600,14,491,900.00,06/01/23
72400,71400,72500,71000,24,097,395.00,05/31/23
71300,72300,72300,71200,25,273,017.00,05/30/23
69800,70300,70400,69500,19,454,660.00,05/26/23
69900,68800,70000,68700,14,011,612.00,05/25/23
68100,68500,68700,68000,8,050,699.00,05/24/23
68500,68400,68700,68100,8,499,195.00,05/23/23
68400,68500,69000,68000,14,342,643.00,05/22/23
67800,68400,68400,67500,20,244,381.00,05/19/23
66000,66200,66200,65700,14,350,000.00,05/18/23
65900,65000,65900,64800,10,194,211.00,05/17/23
65800,65400,65900,65300,12,178,285.00,05/16/23
64100,64500,64600,63900,8,119,590.00,05/15/23
63700,64100,64600,63600,7,522,813.00,05/12/23
64700,64200,65100,64200,11,619,058.00,05/11/23
65500,64600,65500,64300,13,010,359.00,05/10/23
65800,65300,65800,65100,9,271,765.00,05/09/23
66300,65900,66300,65400,9,229,603.00,05/08/23
65600,65100,65700,64700,9,757,930.00,05/04/23
65100,65400,65600,64900,8,769,718.00,05/03/23
66000,65700,66300,65100,14,076,294.00,05/02/23
65200,65500,65900,65000,18,135,664.00,04/28/23
64100,64600,65000,63300,14,694,893.00,04/27/23
63600,64100,64300,63300,12,540,589.00,04/26/23
65300,63600,65400,63400,16,048,252.00,04/25/23
65300,65200,65700,64800,12,879,075.00,04/24/23
65800,65700,65900,65400,10,224,742.00,04/21/23
65100,65300,65300,64600,9,462,714.00,04/20/23
65500,65500,65800,65300,10,232,280.00,04/19/23
65900,65600,66000,64800,14,743,553.00,04/18/23
65000,65300,65600,64700,13,444,415.00,04/17/23
66600,65100,66600,65000,15,476,151.00,04/14/23
65600,66100,66100,65400,14,487,254.00,04/13/23
65800,66000,66200,65300,14,748,371.00,04/12/23
66200,65900,66200,65400,16,171,837.00,04/11/23
64800,65700,66300,64700,18,708,249.00,04/10/23
63800,65000,65200,63800,27,408,855.00,04/07/23
63500,62300,63600,62300,14,911,651.00,04/06/23
63700,63900,64000,63400,9,031,085.00,04/05/23
63400,63600,63800,62800,11,076,939.00,04/04/23
64000,63100,64000,63000,11,931,907.00,04/03/23
64000,64000,64000,63700,13,353,681.00,03/31/23
63700,63200,63700,63100,15,030,815.00,03/30/23
62500,62700,62700,62200,11,014,257.00,03/29/23
62400,62900,62900,62100,11,482,008.00,03/28/23
62600,62100,62800,62000,10,876,707.00,03/27/23
62700,63000,63300,62300,17,456,052.00,03/24/23
60600,62300,62300,60600,15,283,246.00,03/23/23
61000,61100,61200,60500,8,941,319.00,03/22/23
60500,60300,60700,60100,8,285,164.00,03/21/23
61100,60200,61200,60200,9,531,528.00,03/20/23
60800,61300,61300,60600,13,703,740.00,03/17/23
59200,59900,60200,59100,10,561,297.00,03/16/23
60000,59800,60300,59600,10,281,127.00,03/15/23
59400,59000,59500,59000,11,186,333.00,03/14/23
59900,60000,60200,59300,11,749,483.00,03/13/23
59500,59500,59700,59100,11,809,767.00,03/10/23
60500,60100,60800,59900,13,926,163.00,03/09/23
60100,60300,60500,59900,13,875,273.00,03/08/23
61400,60700,61400,60700,11,441,776.00,03/07/23
61100,61500,61600,60800,13,117,896.00,03/06/23
61000,60500,61200,60500,10,626,487.00,03/03/23
60900,60800,61800,60500,12,992,558.00,03/02/23
60800,60600,61400,60500,11,754,507.00,02/28/23
60800,60500,60800,60200,11,100,287.00,02/27/23
62300,61300,62600,61300,10,092,709.00,02/24/23
61700,62000,62500,61500,12,910,906.00,02/23/23
61500,61100,61800,61000,11,867,525.00,02/22/23
62700,62100,62800,62000,7,563,487.00,02/21/23
62900,62700,63000,61800,12,871,267.00,02/20/23
62900,62600,63300,62400,10,667,641.00,02/17/23
62500,63700,63700,62400,13,706,519.00,02/16/23
63900,62200,63900,62000,13,124,000.00,02/15/23
63600,63200,63900,63200,9,055,970.00,02/14/23
62900,62900,63000,62300,10,640,007.00,02/13/23
62600,62800,63000,62400,9,329,167.00,02/10/23
63000,63000,63300,62300,12,116,051.00,02/09/23
62800,63100,63300,62400,12,167,802.00,02/08/23
61900,61900,62500,61600,14,451,257.00,02/07/23
62800,61600,63000,61600,15,377,030.00,02/06/23
63900,63800,64000,63000,14,804,617.00,02/03/23
63200,63500,63900,62600,23,107,172.00,02/02/23
62600,61800,62700,61000,17,118,860.00,02/01/23
63500,61000,63700,61000,28,173,168.00,01/31/23
64900,63300,64900,63100,19,128,685.00,01/30/23
64400,64600,65000,63900,18,140,479.00,01/27/23
63800,63900,63900,63300,13,219,456.00,01/26/23
63500,63400,63700,63000,16,783,161.00,01/25/23
62100,61800,62300,61100,9,589,133.00,01/20/23
60500,61500,61500,60400,12,273,671.00,01/19/23
60700,60400,61000,59900,11,480,313.00,01/18/23
61200,61000,61500,60600,9,600,227.00,01/17/23
61300,61100,61600,60800,10,010,769.00,01/16/23
60500,60800,61200,60400,12,458,000.00,01/13/23
61100,60500,61200,59900,16,024,921.00,01/12/23
61000,60500,61200,60300,12,210,547.00,01/11/23
60200,60400,61100,59900,14,595,821.00,01/10/23
59700,60700,60700,59600,18,502,304.00,01/09/23
58300,59000,59400,57900,16,992,337.00,01/06/23
58200,58200,58800,57600,15,611,265.00,01/05/23
55700,57800,58000,55600,19,994,911.00,01/04/23
55400,55400,56000,54500,13,480,482.00,01/03/23
55500,55500,56100,55200,9,938,160.00,01/02/23
56000,55300,56200,55300,10,843,955.00,12/29/22
57600,56600,57600,56400,14,456,564.00,12/28/22
58000,58100,58400,57900,10,557,936.00,12/27/22
58000,57900,58100,57700,6,711,594.00,12/26/22
58200,58100,58400,57700,9,789,437.00,12/23/22
58100,59100,59100,58100,10,661,625.00,12/22/22
58700,58000,59100,58000,9,215,200.00,12/21/22
59000,58600,59100,58500,8,943,702.00,12/20/22
59500,59500,59900,59100,7,107,846.00,12/19/22
58300,59500,59500,58300,12,037,572.00,12/16/22
59800,59300,60200,59300,8,635,616.00,12/15/22
59800,60500,60600,59800,8,018,057.00,12/14/22
59600,59700,60300,59400,8,105,083.00,12/13/22
59900,59500,60000,59400,9,001,500.00,12/12/22
59300,60400,60600,59300,10,421,455.00,12/09/22
58700,59200,59200,58600,12,772,703.00,12/08/22
58800,58900,59600,58500,11,974,337.00,12/07/22
59800,59200,60100,59200,13,617,687.00,12/06/22
60900,60300,61100,60000,13,717,548.00,12/05/22
62500,60400,62500,60400,15,106,437.00,12/02/22
63100,62600,63200,62300,16,475,786.00,12/01/22
60400,62200,62200,60200,16,387,358.00,11/30/22
59900,60600,60600,59800,6,881,602.00,11/29/22
60500,60100,60500,59800,8,544,886.00,11/28/22
61400,61000,61700,60800,6,631,149.00,11/25/22
61200,61400,61700,60900,8,066,610.00,11/24/22
61200,61000,61300,60700,8,738,432.00,11/23/22
60900,60600,61200,60300,9,291,510.00,11/22/22
61400,61400,61800,60800,9,208,614.00,11/21/22
61800,61800,62400,61400,11,592,681.00,11/18/22
62000,61400,62000,61300,13,259,042.00,11/17/22
62400,62700,62700,61700,12,739,856.00,11/16/22
62200,62400,62500,61600,12,186,637.00,11/15/22
62900,61900,62900,61700,15,853,673.00,11/14/22
63100,62900,63200,62300,19,799,833.00,11/11/22
61400,60400,61500,60400,20,973,143.00,11/10/22
62000,62000,62200,61300,13,986,403.00,11/09/22
60500,61800,61900,60500,18,217,936.00,11/08/22
59700,60200,60300,59400,12,380,098.00,11/07/22
59100,59400,59500,58400,12,401,214.00,11/04/22
58600,59200,59800,58100,17,339,302.00,11/03/22
59700,59600,60000,59300,13,098,419.00,11/02/22
59900,60000,60300,59500,16,999,299.00,11/01/22
58100,59400,59900,58000,18,912,913.00,10/31/22
58900,57300,59200,57200,20,581,985.00,10/28/22
59700,59500,60100,58900,21,598,181.00,10/27/22
58000,59400,59600,57700,20,661,051.00,10/26/22
57000,57700,58600,57000,16,887,028.00,10/25/22
57000,57500,57500,56700,16,881,097.00,10/24/22
55100,55900,56300,55100,9,964,364.00,10/21/22
55200,55500,56000,55100,15,756,476.00,10/20/22
56700,55800,56900,55700,12,559,483.00,10/19/22
56700,56500,57100,55800,14,695,974.00,10/18/22
55800,56600,57000,55700,13,548,797.00,10/17/22
56200,56300,56500,55800,12,853,203.00,10/14/22
55400,55200,56100,55200,13,443,101.00,10/13/22
55700,55800,57000,55200,18,352,085.00,10/12/22
54400,55400,55700,54000,21,263,317.00,10/11/22
55900,56200,56900,55200,15,865,750.00,10/07/22
56700,56300,57300,56300,14,864,278.00,10/06/22
56900,56000,57200,55400,22,207,669.00,10/05/22
55300,55200,55400,54500,19,011,933.00,10/04/22
52300,53100,53600,51800,21,749,623.00,09/30/22
53300,52600,53700,52600,13,656,791.00,09/29/22
53900,52900,54400,52500,19,610,053.00,09/28/22
53800,54200,54200,53500,15,879,065.00,09/27/22
53700,53900,54200,53600,14,113,716.00,09/26/22
54400,54500,54900,54200,10,461,173.00,09/23/22
54600,54400,54700,54300,12,619,183.00,09/22/22
55400,55300,55500,55000,11,707,746.00,09/21/22
56400,55800,57000,55800,13,845,528.00,09/20/22
56300,56400,57000,56000,12,112,122.00,09/19/22
55600,56200,56400,55500,12,715,435.00,09/16/22
57000,56000,57100,56000,11,409,638.00,09/15/22
56200,56800,57200,56100,12,470,901.00,09/14/22
57000,58100,58500,56800,16,880,340.00,09/13/22
56200,55600,56400,55600,17,617,945.00,09/08/22
56700,56000,56700,55900,15,107,560.00,09/07/22
57200,57100,57600,56900,7,417,789.00,09/06/22
